Item Key,Assessment Key,Session,Session Sort,Type,Assessment Number,Item Number,PDF Question ID,CSV Question ID,ID Match,Correct Answer,Max Points,PDF Difficulty,Point-Biserial,Student N,Observed Facility,Observed-PDF Delta,Discrimination Flag,Difficulty Band,Review Priority,Stem / Scenario,Options / Response Set,Rationale,All Categories,Bloom,BSN Essential,Clinical Judgment,Concept,NCLEX Client Need,Nursing Process,QSEN,Question Type,Sphere of Care,Mental Health Topic,Source PDF
2026-03-E1-Q27,2026-03-E1,Mar 2026,2026-03,Exam,1,27,114772,114772,Match,A,2.5,0.64,0.33,19,0.8421052631578947,0.20210526315789468,Acceptable,Moderate,OK,A client is practicing cognitive behavioral therapy (CBT) to manage negative thoughts. Which statement by the client indicates effective use of this therapy?,"A. ""I should examine the evidence for my negative thoughts and develop a plan."" B. ""I should accept my negative thoughts as they are."" C. ""I need to avoid thinking about my negative thoughts."" D. ""I need to replace my negative thoughts immediately with more positive ones.""","CORRECT: ""I should examine the evidence for my negative thoughts and develop a plan"" indicates effective use of CBT, as it involves critically evaluating and addressing negative thoughts. INCORRECT: CBT involves challenging and reframing negative thoughts (not accepting as they are). Avoidance does not address the cognitive distortions. The process involves analysis and gradual reframing, not immediate replacement of negative thoughts.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Health Promotion, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Mental Health Therapies",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Health Promotion,PreL Psychosocial Integrity (PI),PreL Evaluation,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Mental Health Therapies,N326 Exam 1 March 2026.pdf
2026-03-E1-Q28,2026-03-E1,Mar 2026,2026-03,Exam,1,28,115016,115016,Match,"[ A,B | A | A,B ]",2.5,0.63,0.15,19,0.9157894736842105,0.2857894736842105,Low,Moderate,Review,"Client Profile Nurse's Note Name: Jeremy Walters Provider: R. Padilla, MD Code Status: Full Code Allergies: Eggs Age: 47 years Weight: 79.2 kg (174.61 lbs) Client Profile Nurse's Note Client was brought to the emergency department (ED) by 2 police officers. Client is visibly intoxicated 07/01/XX and smells strongly of alcohol. Disoriented and exhibiting unsteady gait. Blood alcohol level measured 1530 at 308 mg/dL (high). Client sleeping while awaiting transfer to the medical floor for detoxification. 07/01/XX Client observed pacing and cursing under his breath. Requests to be discharged home. States, ""Thanks 1900 for letting me sleep it off here. I just need to go home before my spouse starts worrying about me."" 07/01/XX Client seen kicking chairs and knocking over items in the room. Heard yelling, ""I am leaving right now"". 1945 Review the electronic health record. Complete the diagram by selecting from the choices below to specify the behaviors most likely occurring, 2 priority actions the nurse should take to address the situation, and 2 priority parameters the nurse should monitor to assess progress. 1. Speak calmly and maintain an open 3. Aggression 4. Verbal expressions posture 5. Escalation of behaviors 2. Maintain a safe distance Priority Actions to Take Potential Behaviors Priority Parameters to Monitor A.Speak calmly and maintain an A.Aggression A.Verbal expressions open posture B.Assertiveness B.Escalation of behaviors B.Maintain a safe distance C.Passive-aggression C.Appetite C.Provide reassurance about D.Healthy expression of anger D.Gait routine hospital processes E.Sleep D.Offer food and drink E.Offer to dim the lights",,"CORRECT: The client's behavior, as described, includes shouting, pacing, kicking chairs, and knocking over items. These actions are indicative of aggression, which involves hostile or violent behavior towards others or objects. Aggression can pose a risk to the safety of the client and those around them, making it a priority condition to address in the emergency department setting. Speaking calmly and maintaining an open posture helps to de- escalate the situation by conveying a non-threatening and supportive presence. This approach can reduce the client's anxiety and aggression, making them feel heard and understood. Maintaining a safe distance is appropriate for managing aggressive behavior, reducing tension and maintaining safety for both the client and staff. Monitoring verbal expressions helps identify hostility or threats, while tracking the escalation of behaviors helps in recognizing worsening aggression and implementing timely interventions.","PreL Bloom's Taxonomy, PreL Evaluate, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Interpersonal Violence, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Safety and Infection Control (SIC), PreL Nursing Process, PreL Evaluation, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL BowTie, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Assertiveness Training And Aggression Management",PreL Evaluate,PreL Domain 2: Person-Centered Care,,PreL Interpersonal Violence,PreL Safety and Infection Control (SIC),PreL Evaluation,PreL QSEN Safety,PreL BowTie,PreL Regenerative.Restorative Care,Assertiveness Training And Aggression Management,N326 Exam 1 March 2026.pdf
2026-03-E1-Q29,2026-03-E1,Mar 2026,2026-03,Exam,1,29,115080,115080,Match,4,2.5,0.96,0.14,19,0.9473684210526315,-0.012631578947368438,Low,Very easy,Review,"The client has an order for diazepam 0.14 mg/kg/day PO divided into 3 doses. The client weighs 189 lbs. How many mg will 1 the nurse administer for each dose? mg (If needed, round to the nearest whole number.) 1. 4",,189 lbs * 1 kg/2.2 lbs * 0.14 mg/kg/day * day/3 doses = 26.46/6.6 = 4,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Safety, PreL Dosage Calculation, PreL Oral Dosage, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Pharmacological and Parenteral Therapies (PPT), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Fill in the Blank, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Medication Calculation",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Safety,PreL Pharmacological and Parenteral Therapies (PPT),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Fill in the Blank,PreL Regenerative.Restorative Care,Medication Calculation,N326 Exam 1 March 2026.pdf
2026-03-E1-Q30,2026-03-E1,Mar 2026,2026-03,Exam,1,30,115190,115190,Match,A,2.5,0.56,0.25,19,0.5789473684210527,0.0189473684210526,Acceptable,Difficult,Review,A client who has experienced physical abuse is showing signs of anger and aggression. What should the nurse assess to identify additional causes of the client's behavior?,A. The client's current medications B. The client's exercise routine C. The client's hobbies and interests D. The client's social support network,"CORRECT: Stimulants: Like substance misuse, some stimulants can cause aggressive behavior. Steroids: Some clients can have a mental health reaction to steroids in the form of irritability, which could lead to aggressive behavior. INCORRECT: Exercise routine is relevant to overall health but not directly related to extrinsic causes of anger. Hobbies and interests are important for overall well-being but not directly related to extrinsic causes of anger. While social support is important, it is not an extrinsic cause of anger.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Management of Care (MC), PreL Nursing Process, PreL Assessment, PreL QSEN, PreL QSEN Patient- Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Assertiveness Training And Aggression Management",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Management of Care (MC),PreL Assessment,PreL QSEN Patient- Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Assertiveness Training And Aggression Management,N326 Exam 1 March 2026.pdf
2026-03-E1-Q31,2026-03-E1,Mar 2026,2026-03,Exam,1,31,117036,117036,Match,"SR [ A - 4, B - 1, C - 3, D - 1, E - 2 ]",2.5,0.57,0.33,19,0.8842105263157894,0.3142105263157895,Acceptable,Difficult,Review,"A behavioral health nurse prepares to care for a group of clients. For each nursing action, click to specify whether the action will occur during the pre-interaction, orientation, working or termination phase of the therapeutic relationship. Select the best answer in each row. Pre- Nursing Actions Orientation Working Termination interaction Summarize the progress made and discuss future plans. Review the client's medical history and records. Monitor for transference and/or countertransference. Examine one’s feelings, fears, and anxieties about working with clients. Set boundaries and expectations for the relationship.",,"The preinteraction phase involves preparation for the first encounter with the patient (gather client information and self-reflect). In the orientation phase, you will become acquainted with the client to begin to establish trust and establish a contract that details expectations. The working phase is where most of the therapeutic work is completed. Two problems commonly occur in the working phase: transference and countertransference. The final phase is the termination phase and occurs when a patient is discharged, or the treatment plan goals have been reached.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Communication, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Matrix Single Response, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Communication,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Matrix Single Response,PreL Regenerative.Restorative Care,The Therapeutic Milieu,N326 Exam 1 March 2026.pdf
2026-03-E1-Q32,2026-03-E1,Mar 2026,2026-03,Exam,1,32,117039,117039,Match,A,2.5,0.79,0.29,19,0.8421052631578947,0.052105263157894655,Acceptable,Moderate,OK,A client in a milieu therapy setting is exhibiting inappropriate behavior. Which action should the nurse prioritize to demonstrate an understanding of milieu therapy principles?,A. Address the behavior immediately and discuss why it was inappropriate. B. Wait until the next group session to discuss the inappropriate behavior. C. Implement a time-out to give the client time to reflect on their behavior. D. Encourage the client to apologize to the group for their behavior. E. Consult the client's primary therapist to create a plan for future incidents.,"CORRECT: Immediate feedback is a key principle of milieu therapy. Addressing the behavior right away helps the client understand the consequences and learn from the experience. INCORRECT: While collaboration with the primary therapist is important, immediate feedback and intervention are crucial in milieu therapy to promote learning and behavioral change. Encouraging the client to take responsibility for their actions and apologize can be beneficial, but it should be done in a way that promotes understanding and learning. Time-outs can be seen as punitive and do not align with the principles of milieu therapy, which emphasize discussion and understanding rather than punishment. Delaying the discussion may reduce the effectiveness of the feedback and the client's ability to learn from the experience.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Communication, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Communication,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,The Therapeutic Milieu,N326 Exam 1 March 2026.pdf
2026-03-E1-Q33,2026-03-E1,Mar 2026,2026-03,Exam,1,33,117047,117047,Match,A,2.5,0.79,0.28,19,1,0.20999999999999996,Acceptable,Moderate,OK,A nurse realizes they are feeling frustrated with a client who reminds them of a difficult relationship from their past. Which action should the nurse take?,A. Reflect on the feelings and seek supervision to discuss them. B. Express frustration to the client to maintain honesty. C. Request a different assignment to avoid the client. D. Spend more time with the client to understand their needs better.,"CORRECT: Reflecting on the feelings and seeking supervision helps the nurse understand and manage countertransference, ensuring it does not interfere with the therapeutic relationship. INCORRECT: Expressing frustration to the client can harm the therapeutic relationship and is not an appropriate way to manage countertransference. While requesting a different assignment may be necessary in severe cases, it is important to first attempt to manage the feelings appropriately through reflection and supervision. Ignoring the feelings can lead to unresolved countertransference, which may negatively impact the nurse-client relationship and the quality of care provided.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Communication, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, The Therapeutic Milieu",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Communication,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,The Therapeutic Milieu,N326 Exam 1 March 2026.pdf
2026-03-E1-Q34,2026-03-E1,Mar 2026,2026-03,Exam,1,34,117231,117231,Match,A,2.5,1,,19,1,0,No PB,Very easy,Review,The nurse is caring for clients admitted for substance abuse. Which client is at highest risk for aggression?,"A. Male client with clenched fists, flushed face and loud defensive responses. B. Male client with open posture, flushed face and clear voiced responses. C. Female client pacing, crying and providing quiet, soft evasive responses. D. Female client slumped posture, poor eye contact and soft voiced responses.","CORRECT: Male clients have higher incidence of aggression and violence. Clients displaying clenched fists, flushed face and loud defensive responses have higher risk of escalation to violent behaviors. The nurse should recognize these cues as the preceding stage for assaultive behavior. INCORRECT: The client pacing, crying with soft evasive responses is displaying depressive cues. The client slumped posture, poor eye contact and soft voiced responses is displaying avoidant or depressive cues. The client with open posture, flushed face and clear voiced responses is not displaying concerning cues.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 5: Quality and Safety, PreL Concepts, PreL Interpersonal Violence, PreL Courses, NR326 Mental Health Nursing, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Assertiveness Training And Aggression Management",PreL Apply.Analyze,PreL Domain 5: Quality and Safety,,PreL Interpersonal Violence,PreL Psychosocial Integrity (PI),PreL Analysis.Diagnosis,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Assertiveness Training And Aggression Management,N326 Exam 1 March 2026.pdf
2026-03-E1-Q35,2026-03-E1,Mar 2026,2026-03,Exam,1,35,117528,117528,Match,"A,B,C",2.5,0.69,0.25,19,0.8421052631578947,0.15210526315789474,Acceptable,Moderate,OK,A nurse is working in a therapeutic milieu and wants to ensure that the clients' physiologic needs are met. Which action(s) should the nurse take? Select all that apply.,A. Provide meals as scheduled. B. Ensure there are comfortable areas for clients to sleep. C. Assist the client with their hygiene and dressing needs. D. Organize group meetings at planned times. E. Invite family members to attend group therapy.,"CORRECT: Encouraging clients to make decisions addresses their psychological needs, not physiologic needs. Ensuring there are comfortable areas for clients to sleep addresses their physiologic needs. Helping clients with tasks such as bathing, dressing, and toileting supports their basic physiological needs and promotes independence. INCORRECT: Providing games and puzzles addresses social needs, not physiologic needs. Inviting family members addresses social needs, not physiologic needs. Organizing group meetings addresses social needs, not physiologic needs.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Health Promotion, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Basic Care and Comfort (BCC), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Mental Health Therapies",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Health Promotion,PreL Basic Care and Comfort (BCC),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Mental Health Therapies,N326 Exam 1 March 2026.pdf
2026-03-E1-Q36,2026-03-E1,Mar 2026,2026-03,Exam,1,36,117534,117534,Match,A,2.5,0.76,0.34,19,0.8947368421052632,0.13473684210526315,Acceptable,Moderate,OK,A nurse is preparing to care for an older adult client. What psychosocial need should the nurse anticipate?,A. Coping with losses B. Disorientation C. Decrease in muscle mass D. Immunizations,"CORRECT: Psychosocial needs for the older adult include coping with changes, such as retirement and losses, such as death of a spouse. INCORRECT: Disorientation is a cognitive need. Immunizations are a health promotion need. Decrease in muscle mass is a physical need.","PreL Bloom's Taxonomy, PreL Remember.Understand, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Courses, NR326 Mental Health Nursing, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Topics Mental Health, Mental Health Care Concepts",PreL Remember.Understand,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),,Mental Health Care Concepts,N326 Exam 1 March 2026.pdf
2026-03-E1-Q37,2026-03-E1,Mar 2026,2026-03,Exam,1,37,117650,117650,Match,A,2.5,0.85,0.17,19,0.8947368421052632,0.044736842105263186,Low,Moderate,Review,"During a follow-up visit, a nurse assesses a client who experienced a traumatic event. Which question is most appropriate to evaluate the client's coping strategies?","A. ""What steps have you taken to manage your stress since the event?"" B. ""Have you been able to talk to anyone about your experience?"" C. ""Do you have any physical symptoms related to the event?"" D. ""Are you aware of the community resources available to you?""","CORRECT: ""What steps. . ."" directly evaluates the client's coping strategies by asking about specific actions they have taken to manage stress. INCORRECT: ""Have you been able . . "" assesses social support but does not directly evaluate the client's coping strategies. ""Do you have . . . "" focuses on physical symptoms rather than coping mechanisms. ""Are you aware. . ."" assesses the client's awareness of resources but does not evaluate their coping strategies.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 1: Knowledge for Nursing Practice, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Assessment, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 1: Knowledge for Nursing Practice,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Assessment,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 March 2026.pdf
2026-03-E1-Q38,2026-03-E1,Mar 2026,2026-03,Exam,1,38,118272,118272,Match,A,2.5,0.81,0.32,19,0.9473684210526315,0.13736842105263147,Acceptable,Moderate,OK,The nurse is caring for a client diagnosed with dissociative identity disorder. What nursing action should the nurse prioritize?,A. Protect the client from self-harm. B. Assist the client to identify stressors. C. Limit participation in social activities. D. Assist the client in eliminating identities.,"CORRECT: For persons with dissociative disorder, the potential exists for self-harm and suicide. When that is the case, the role of the nurse is to protect the person from personal harm. INCORRECT: Helping the client identify stressful situations that precipitate transition from one personality to another is important but not of higher priority. Because the subpersonalities function as separate entities, the idea of total elimination generates fear and defensiveness. Clients may experience better social interactions and relationships as they become more engaged and less withdrawn.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Courses, NR326 Mental Health Nursing, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Safety, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Dissociative Disorders",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Safety,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Dissociative Disorders,N326 Exam 1 March 2026.pdf
2026-03-E1-Q39,2026-03-E1,Mar 2026,2026-03,Exam,1,39,118459,118459,Match,"A,B",2.5,0.86,0.14,19,0.9473684210526315,0.08736842105263154,Low,Moderate,Review,The nurse is caring for a client with severe anxiety who is pacing the hallway and unable to concentrate. Which 2 actions should the nurse implement? Select 2 actions.,A. Remain with the client and de-escalate the situation. B. Provide a calm and quiet environment. C. Teach the client muscle relaxation to assist with feelings. D. Ask the client to attend group as a distraction. E. Use therapeutic touch to decrease symptoms.,CORRECT: A low-stimulation environment can help the client feel more secure and reduce anxiety levels. the nurse should remain with the client to ensure safety and intervene to de- escalate. INCORRECT: Attending group can increase stimuli and is not indicated. Therapeutic touch during escalating anxiety is not indicated. The client with escalating anxiety will not be able to learn.,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Implementation.Intervention, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Select All That Apply (Traditional and NGN), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Implementation.Intervention,PreL QSEN Patient-Centered Care,PreL Select All That Apply (Traditional and NGN),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 March 2026.pdf
2026-03-E1-Q40,2026-03-E1,Mar 2026,2026-03,Exam,1,40,118510,118510,Match,A,2.5,0.98,0.07,19,1,0.020000000000000018,Very low,Very easy,High,The nurse is caring for a client experiencing a crisis from traumatic stress. What action should the nurse take when caring for this client?,A. Encourage the client to discuss their feelings. B. Encourage the client to participate in a physical activity class. C. Tell the client that other people have it worse. D. Tell the client to avoid talking about the event to decrease stress.,"CORRECT: Allowing the client to verbalize their emotions can be therapeutic and helps the nurse understand the client's perspective and needs. INCORRECT: Strenuous activities can exacerbate stress and physical exhaustion, making it harder for the client to manage their emotions during a crisis. Minimizing the client's experience can invalidate their feelings and worsen their emotional distress. Suppressing emotions can lead to increased stress and hinder the healing process.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person- Centered Care, PreL Concepts, PreL Stress and Coping, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Planning, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Crisis Intervention",PreL Apply.Analyze,PreL Domain 2: Person- Centered Care,,PreL Stress and Coping,PreL Psychosocial Integrity (PI),PreL Planning,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Crisis Intervention,N326 Exam 1 March 2026.pdf
2026-03-E1-Q41,2026-03-E1,Mar 2026,2026-03,Exam,1,41,118769,118769,Match,dystonia|oculogyric crisis|orthostasis~anticholinergics|antidepressants|antihypertensives,2.5,0.77,0.27,19,0.9736842105263158,0.2036842105263158,Acceptable,Moderate,OK,"Complete the following sentence by choosing from the list of options. The nurse is caring for a client who recently started 1 taking antipsychotics and now reports involuntary muscle spasms. The nurse recognizes the client is experiencing 2 and prepares to treat with . 1. dystonia, orthostasis, oculogyric crisis 2. anticholinergics, antidepressants, antihypertensives",,CORRECT: Dystonia is characterized by involuntary muscle spasms . It should be treated with anticholinergics as ordered. INCORRECT: The client is not exhibiting signs of orthostasis or oculogyric crisis. Treatment for dystonia is not antidepressants or antihypertensives.,"PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person-Centered Care, PreL Concepts, PreL Mood and Affect, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Assessment, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Cloze Drop Down, PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Psychopharmacology",PreL Apply.Analyze,PreL Domain 2: Person-Centered Care,,PreL Mood and Affect,PreL Psychosocial Integrity (PI),PreL Assessment,PreL QSEN Patient-Centered Care,PreL Cloze Drop Down,PreL Regenerative.Restorative Care,Psychopharmacology,N326 Exam 1 March 2026.pdf
2026-03-E1-Q42,2026-03-E1,Mar 2026,2026-03,Exam,1,42,118851,118851,Match,A,2.5,0.84,0.3,19,0.8947368421052632,0.054736842105263195,Acceptable,Moderate,OK,The nurse assesses a client taking a selective serotonin reuptake inhibitor (SSRI). Which findings are most concerning?,A. Hyperreflexia and vital sign changes B. Photosensitivity and dry mouth C. Blurred vision and constipation D. Decreased sweating and urinary retention,"CORRECT: Clients taking SSRIs are at increased risk of experiencing serotonin syndrome; a potentially fatal syndrome of serotonin overstimulation with rapid onset that progresses from diarrhea, restlessness, agitation, hyperreflexia, fluctuations in vital signs to later symptoms of myoclonus, seizures, hyperthermia, uncontrolled shivering, muscle rigidity, and ultimately can lead to delirium, coma, status epilepticus, cardiovascular collapse, and death. Immediate cessation of offending drugs and comprehensive supportive intervention are essential INCORRECT: Blurred vision, dry mouth, decreased sweating, constipation, urinary retention and tachycardia are side effects of antipsychotics. Photosensitivity is a mild side effect of some antidepressants.","PreL Bloom's Taxonomy, PreL Apply.Analyze, PreL BSN Essentials, PreL Domain 2: Person- Centered Care, PreL Concepts, PreL Mood and Affect, PreL Exam, PreL FCUE NR326, PreL NCLEX Client Needs Category, PreL Psychosocial Integrity (PI), PreL Nursing Process, PreL Analysis.Diagnosis, PreL QSEN, PreL QSEN Patient-Centered Care, PreL Question Types, PreL Multiple Choice (Traditional and Extended), PreL Spheres of Care, PreL Regenerative.Restorative Care, PreL Topics Mental Health, Psychopharmacology",PreL Apply.Analyze,PreL Domain 2: Person- Centered Care,,PreL Mood and Affect,PreL Psychosocial Integrity (PI),PreL Analysis.Diagnosis,PreL QSEN Patient-Centered Care,PreL Multiple Choice (Traditional and Extended),PreL Regenerative.Restorative Care,Psychopharmacology,N326 Exam 1 March 2026.pdf
